,title,gross,budget,genres,actor_1_name,language,country,title_year,content_rating,imdb_score,movie_facebook_likes,movie_imdb_link,imdb_id
1377,Dolphin Tale,72279690.0,37000000.0,Drama|Family,Morgan Freeman,English,USA,2011.0,PG,6.9,0,http://www.imdb.com/title/tt1564349/?ref_=fn_tt_tt_1,tt1564349
1378,Twilight,191449475.0,37000000.0,Drama|Fantasy|Romance,Kristen Stewart,English,USA,2008.0,PG-13,5.2,19000,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,tt1099212
1379,John Q,71026631.0,36000000.0,Crime|Drama|Thriller,Denzel Washington,English,USA,2002.0,PG-13,7.0,0,http://www.imdb.com/title/tt0251160/?ref_=fn_tt_tt_1,tt0251160
1380,Blue Streak,68208190.0,65000000.0,Action|Comedy|Crime|Thriller,Peter Greene,English,USA,1999.0,PG-13,6.3,0,http://www.imdb.com/title/tt0181316/?ref_=fn_tt_tt_1,tt0181316
1381,We're the Millers,150368971.0,37000000.0,Comedy|Crime,Laura-Leigh,English,USA,2013.0,R,7.0,35000,http://www.imdb.com/title/tt1723121/?ref_=fn_tt_tt_1,tt1723121
1383,Breakdown,50129186.0,36000000.0,Action|Crime|Drama|Mystery|Thriller,Kathleen Quinlan,English,USA,1997.0,R,6.9,0,http://www.imdb.com/title/tt0118771/?ref_=fn_tt_tt_1,tt0118771
1384,Never Say Never Again,55500000.0,36000000.0,Action|Adventure|Thriller,Bernie Casey,English,UK,1983.0,PG,6.2,0,http://www.imdb.com/title/tt0086006/?ref_=fn_tt_tt_1,tt0086006
1385,Hot Tub Time Machine,50213619.0,36000000.0,Comedy|Sci-Fi,Charlie McDermott,English,USA,2010.0,R,6.4,12000,http://www.imdb.com/title/tt1231587/?ref_=fn_tt_tt_1,tt1231587
1386,Dolphin Tale 2,42019483.0,36000000.0,Drama|Family,Morgan Freeman,English,USA,2014.0,PG,6.4,0,http://www.imdb.com/title/tt2978462/?ref_=fn_tt_tt_1,tt2978462
1387,Reindeer Games,23360779.0,34000000.0,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,Charlize Theron,English,USA,2000.0,R,5.7,852,http://www.imdb.com/title/tt0184858/?ref_=fn_tt_tt_1,tt0184858
1388,A Man Apart,26183197.0,36000000.0,Action|Crime|Drama|Thriller,Vin Diesel,English,USA,2003.0,R,6.1,0,http://www.imdb.com/title/tt0266465/?ref_=fn_tt_tt_1,tt0266465
1389,Aloha,20991497.0,37000000.0,Comedy|Drama|Romance,Emma Stone,English,USA,2015.0,PG-13,5.4,11000,http://www.imdb.com/title/tt1243974/?ref_=fn_tt_tt_1,tt1243974
1390,Ghosts of Mississippi,13052741.0,36000000.0,Drama|History,Alexa PenaVega,English,USA,1996.0,PG-13,6.7,591,http://www.imdb.com/title/tt0116410/?ref_=fn_tt_tt_1,tt0116410
1391,Snow Falling on Cedars,14378353.0,36000000.0,Drama|Mystery|Romance|Thriller,Rick Yune,English,USA,1999.0,PG-13,6.8,846,http://www.imdb.com/title/tt0120834/?ref_=fn_tt_tt_1,tt0120834
1392,The Rite,33037754.0,37000000.0,Drama|Horror|Mystery|Thriller,Anthony Hopkins,English,USA,2011.0,PG-13,6.0,23000,http://www.imdb.com/title/tt1161864/?ref_=fn_tt_tt_1,tt1161864
1393,Gattaca,12339633.0,36000000.0,Drama|Sci-Fi|Thriller,Blair Underwood,English,USA,1997.0,PG-13,7.8,17000,http://www.imdb.com/title/tt0119177/?ref_=fn_tt_tt_1,tt0119177
1394,Isn't She Great,2954405.0,36000000.0,Biography|Comedy|Romance,Stockard Channing,English,USA,2000.0,R,5.3,133,http://www.imdb.com/title/tt0141399/?ref_=fn_tt_tt_1,tt0141399
1395,Space Chimps,30105968.0,37000000.0,Adventure|Animation|Comedy|Family|Sci-Fi,Cheryl Hines,English,USA,2008.0,G,4.5,279,http://www.imdb.com/title/tt0482603/?ref_=fn_tt_tt_1,tt0482603
1396,Head of State,37788228.0,35200000.0,Comedy,Bernie Mac,English,USA,2003.0,PG-13,5.4,638,http://www.imdb.com/title/tt0325537/?ref_=fn_tt_tt_1,tt0325537
1397,The Hangover,277313371.0,35000000.0,Comedy,Bradley Cooper,English,USA,2009.0,R,7.8,24000,http://www.imdb.com/title/tt1119646/?ref_=fn_tt_tt_1,tt1119646
1399,Austin Powers: The Spy Who Shagged Me,205399422.0,33000000.0,Action|Adventure|Comedy|Crime,Muse Watson,English,USA,1999.0,PG-13,6.6,0,http://www.imdb.com/title/tt0145660/?ref_=fn_tt_tt_1,tt0145660
1400,Batman,251188924.0,35000000.0,Action|Adventure,Michael Gough,English,USA,1989.0,PG-13,7.6,12000,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1,tt0096895
1401,There Be Dragons,1068392.0,36000000.0,Biography|Drama|War,Jordi Mollà,English,Spain,2011.0,PG-13,5.9,2000,http://www.imdb.com/title/tt1316616/?ref_=fn_tt_tt_1,tt1316616
1402,Lethal Weapon 3,144731527.0,35000000.0,Action|Crime|Thriller,Rene Russo,English,USA,1992.0,R,6.7,0,http://www.imdb.com/title/tt0104714/?ref_=fn_tt_tt_1,tt0104714
1403,The Blind Side,255950375.0,29000000.0,Biography|Drama|Sport,Catherine Dyer,English,USA,2009.0,PG-13,7.7,38000,http://www.imdb.com/title/tt0878804/?ref_=fn_tt_tt_1,tt0878804
1405,Spy Kids,112692062.0,35000000.0,Action|Adventure|Comedy|Family|Sci-Fi,Alexa PenaVega,English,USA,2001.0,PG,5.4,0,http://www.imdb.com/title/tt0227538/?ref_=fn_tt_tt_1,tt0227538
1406,Horrible Bosses,117528646.0,35000000.0,Comedy|Crime,Kevin Spacey,English,USA,2011.0,R,6.9,31000,http://www.imdb.com/title/tt1499658/?ref_=fn_tt_tt_1,tt1499658
1407,True Grit,171031347.0,38000000.0,Adventure|Drama|Western,Matt Damon,English,USA,2010.0,PG-13,7.7,36000,http://www.imdb.com/title/tt1403865/?ref_=fn_tt_tt_1,tt1403865
1408,The Devil Wears Prada,124732962.0,35000000.0,Comedy|Drama|Romance,Meryl Streep,English,USA,2006.0,PG-13,6.8,0,http://www.imdb.com/title/tt0458352/?ref_=fn_tt_tt_1,tt0458352
1409,Star Trek: The Motion Picture,82300000.0,35000000.0,Adventure|Mystery|Sci-Fi,Leonard Nimoy,English,USA,1979.0,PG,6.4,0,http://www.imdb.com/title/tt0079945/?ref_=fn_tt_tt_1,tt0079945
1410,Identity Thief,134455175.0,35000000.0,Comedy|Crime,Jon Favreau,English,USA,2013.0,R,5.7,17000,http://www.imdb.com/title/tt2024432/?ref_=fn_tt_tt_1,tt2024432
1411,Cape Fear,79100000.0,35000000.0,Crime|Thriller,Robert De Niro,English,USA,1991.0,R,7.3,0,http://www.imdb.com/title/tt0101540/?ref_=fn_tt_tt_1,tt0101540
1412,21,81159365.0,35000000.0,Crime|Drama|Thriller,Kevin Spacey,English,USA,2008.0,PG-13,6.8,0,http://www.imdb.com/title/tt0478087/?ref_=fn_tt_tt_1,tt0478087
1413,Trainwreck,110008260.0,35000000.0,Comedy|Romance,Amy Schumer,English,Japan,2015.0,R,6.3,25000,http://www.imdb.com/title/tt3152624/?ref_=fn_tt_tt_1,tt3152624
1414,Guess Who,67962333.0,35000000.0,Comedy|Romance,Bernie Mac,English,USA,2005.0,PG-13,5.9,919,http://www.imdb.com/title/tt0372237/?ref_=fn_tt_tt_1,tt0372237
1415,The English Patient,78651430.0,27000000.0,Drama|Romance|War,Colin Firth,English,USA,1996.0,R,7.4,0,http://www.imdb.com/title/tt0116209/?ref_=fn_tt_tt_1,tt0116209
1416,L.A. Confidential,64604977.0,35000000.0,Crime|Drama|Mystery|Thriller,Kevin Spacey,English,USA,1997.0,R,8.3,11000,http://www.imdb.com/title/tt0119488/?ref_=fn_tt_tt_1,tt0119488
1417,Sky High,63939454.0,35000000.0,Adventure|Comedy|Family|Sci-Fi,Michael Angarano,English,USA,2005.0,PG,6.2,0,http://www.imdb.com/title/tt0405325/?ref_=fn_tt_tt_1,tt0405325
1418,In & Out,63826569.0,35000000.0,Comedy,Tom Selleck,English,USA,1997.0,PG-13,6.3,0,http://www.imdb.com/title/tt0119360/?ref_=fn_tt_tt_1,tt0119360
1419,Species,60054449.0,35000000.0,Action|Horror|Sci-Fi|Thriller,Natasha Henstridge,English,USA,1995.0,R,5.8,0,http://www.imdb.com/title/tt0114508/?ref_=fn_tt_tt_1,tt0114508
1420,A Nightmare on Elm Street,26505000.0,1800000.0,Horror,Johnny Depp,English,USA,1984.0,X,7.5,10000,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,tt0087800
1421,The Cell,61280963.0,33000000.0,Horror|Sci-Fi|Thriller,Dylan Baker,English,USA,2000.0,R,6.3,0,http://www.imdb.com/title/tt0209958/?ref_=fn_tt_tt_1,tt0209958
1422,The Man in the Iron Mask,56876365.0,35000000.0,Action|Adventure,Leonardo DiCaprio,English,USA,1998.0,PG-13,6.4,0,http://www.imdb.com/title/tt0120744/?ref_=fn_tt_tt_1,tt0120744
1423,Secretariat,59699513.0,35000000.0,Biography|Drama|Family|History|Sport,Scott Glenn,English,USA,2010.0,PG,7.2,0,http://www.imdb.com/title/tt1028576/?ref_=fn_tt_tt_1,tt1028576
1424,TMNT,54132596.0,34000000.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Chris Evans,English,Hong Kong,2007.0,PG,6.3,0,http://www.imdb.com/title/tt0453556/?ref_=fn_tt_tt_1,tt0453556
1425,Radio,52277485.0,35000000.0,Biography|Drama|Sport,Alfre Woodard,English,USA,2003.0,PG,6.9,0,http://www.imdb.com/title/tt0316465/?ref_=fn_tt_tt_1,tt0316465
1426,Friends with Benefits,55802754.0,35000000.0,Comedy|Romance,Mila Kunis,English,USA,2011.0,R,6.6,41000,http://www.imdb.com/title/tt1632708/?ref_=fn_tt_tt_1,tt1632708
1427,Neighbors 2: Sorority Rising,55291815.0,35000000.0,Comedy,Chloë Grace Moretz,English,USA,2016.0,R,6.0,0,http://www.imdb.com/title/tt4438848/?ref_=fn_tt_tt_1,tt4438848
1428,Saving Mr. Banks,83299761.0,35000000.0,Biography|Comedy|Drama|History|Music,Tom Hanks,English,USA,2013.0,PG-13,7.5,39000,http://www.imdb.com/title/tt2140373/?ref_=fn_tt_tt_1,tt2140373
1429,Malcolm X,48169908.0,33000000.0,Biography|Drama|History|Romance,Denzel Washington,English,USA,1992.0,PG-13,7.7,0,http://www.imdb.com/title/tt0104797/?ref_=fn_tt_tt_1,tt0104797
1430,This Is 40,67523385.0,35000000.0,Comedy,Charlyne Yi,English,USA,2012.0,R,6.2,18000,http://www.imdb.com/title/tt1758830/?ref_=fn_tt_tt_1,tt1758830
1431,Old Dogs,49474048.0,35000000.0,Comedy|Family,Robin Williams,English,USA,2009.0,PG,5.4,0,http://www.imdb.com/title/tt0976238/?ref_=fn_tt_tt_1,tt0976238
1432,Underworld: Rise of the Lycans,45802315.0,35000000.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Craig Parker,English,USA,2009.0,R,6.6,0,http://www.imdb.com/title/tt0834001/?ref_=fn_tt_tt_1,tt0834001
1433,License to Wed,43792641.0,35000000.0,Comedy|Romance,Robin Williams,English,USA,2007.0,PG-13,5.3,913,http://www.imdb.com/title/tt0762114/?ref_=fn_tt_tt_1,tt0762114
1434,The Benchwarmers,57651794.0,33000000.0,Comedy|Romance|Sport,Jon Lovitz,English,USA,2006.0,PG-13,5.6,0,http://www.imdb.com/title/tt0437863/?ref_=fn_tt_tt_1,tt0437863
1435,Must Love Dogs,43894863.0,30000000.0,Comedy|Romance,Stockard Channing,English,USA,2005.0,PG-13,5.9,0,http://www.imdb.com/title/tt0417001/?ref_=fn_tt_tt_1,tt0417001
1436,Donnie Brasco,41954997.0,35000000.0,Biography|Crime|Drama,Johnny Depp,English,USA,1997.0,R,7.8,0,http://www.imdb.com/title/tt0119008/?ref_=fn_tt_tt_1,tt0119008
1437,Resident Evil,39532308.0,33000000.0,Action|Horror|Sci-Fi,Milla Jovovich,English,UK,2002.0,R,6.7,0,http://www.imdb.com/title/tt0120804/?ref_=fn_tt_tt_1,tt0120804
1438,Poltergeist,76600000.0,10700000.0,Fantasy|Horror,Heather O'Rourke,English,USA,1982.0,PG,7.4,11000,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,tt0084516
1439,The Ladykillers,39692139.0,35000000.0,Comedy|Crime|Thriller,J.K. Simmons,English,USA,2004.0,R,6.2,0,http://www.imdb.com/title/tt0335245/?ref_=fn_tt_tt_1,tt0335245
1440,Max Payne,40687294.0,35000000.0,Action|Crime|Drama|Mystery|Thriller,Mila Kunis,English,Canada,2008.0,PG-13,5.4,0,http://www.imdb.com/title/tt0467197/?ref_=fn_tt_tt_1,tt0467197
1441,In Time,37553932.0,40000000.0,Action|Sci-Fi|Thriller,Matt Bomer,English,USA,2011.0,PG-13,6.7,52000,http://www.imdb.com/title/tt1637688/?ref_=fn_tt_tt_1,tt1637688
1442,The Back-up Plan,37481242.0,35000000.0,Comedy|Romance,Danneel Ackles,English,USA,2010.0,PG-13,5.3,0,http://www.imdb.com/title/tt1212436/?ref_=fn_tt_tt_1,tt1212436
1443,Something Borrowed,39026186.0,35000000.0,Comedy|Drama|Romance,Ashley Williams,English,USA,2011.0,PG-13,5.9,13000,http://www.imdb.com/title/tt0491152/?ref_=fn_tt_tt_1,tt0491152
1445,Black Knight,33422806.0,50000000.0,Adventure|Comedy|Fantasy,Tom Wilkinson,English,USA,2001.0,PG-13,4.8,0,http://www.imdb.com/title/tt0265087/?ref_=fn_tt_tt_1,tt0265087
1446,The Bad News Bears,,,Comedy|Drama|Family|Sport,Tatum O'Neal,English,USA,1976.0,PG,7.3,0,http://www.imdb.com/title/tt0074174/?ref_=fn_tt_tt_1,tt0074174
1447,Street Fighter,33423521.0,35000000.0,Action|Adventure|Comedy|Thriller,Ming-Na Wen,English,Japan,1994.0,PG-13,3.8,0,http://www.imdb.com/title/tt0111301/?ref_=fn_tt_tt_1,tt0111301
1448,The Pianist,32519322.0,35000000.0,Biography|Drama|War,Emilia Fox,English,France,2002.0,R,8.5,21000,http://www.imdb.com/title/tt0253474/?ref_=fn_tt_tt_1,tt0253474
1449,From Hell,31598308.0,35000000.0,Horror|Mystery|Thriller,Johnny Depp,English,USA,2001.0,R,6.8,0,http://www.imdb.com/title/tt0120681/?ref_=fn_tt_tt_1,tt0120681
1450,The Nativity Story,37617947.0,30000000.0,Drama|Family|Fantasy,Keisha Castle-Hughes,English,USA,2006.0,PG,6.8,0,http://www.imdb.com/title/tt0762121/?ref_=fn_tt_tt_1,tt0762121
1451,House of Wax,32048809.0,30000000.0,Horror,Robert Ri'chard,English,Australia,2005.0,R,5.3,0,http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1,tt0397065
1452,Closer,33987757.0,27000000.0,Drama|Romance,Natalie Portman,English,USA,2004.0,R,7.3,12000,http://www.imdb.com/title/tt0376541/?ref_=fn_tt_tt_1,tt0376541
1453,J. Edgar,37304950.0,35000000.0,Biography|Crime|Drama,Leonardo DiCaprio,English,USA,2011.0,R,6.6,16000,http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1,tt1616195
1454,Mirrors,30691439.0,35000000.0,Horror|Mystery,Jason Flemyng,English,USA,2008.0,R,6.2,5000,http://www.imdb.com/title/tt0790686/?ref_=fn_tt_tt_1,tt0790686
1455,Queen of the Damned,30307804.0,35000000.0,Drama|Fantasy|Horror,Aaliyah,English,USA,2002.0,R,5.2,0,http://www.imdb.com/title/tt0238546/?ref_=fn_tt_tt_1,tt0238546
1456,Predator 2,30669413.0,35000000.0,Action|Horror|Sci-Fi,Adam Baldwin,English,USA,1990.0,R,6.2,0,http://www.imdb.com/title/tt0100403/?ref_=fn_tt_tt_1,tt0100403
1457,Untraceable,28687835.0,35000000.0,Crime|Drama|Thriller,Billy Burke,English,USA,2008.0,R,6.2,0,http://www.imdb.com/title/tt0880578/?ref_=fn_tt_tt_1,tt0880578
1458,Blast from the Past,26494611.0,35000000.0,Comedy|Drama|Romance|Sci-Fi,Brendan Fraser,English,USA,1999.0,PG-13,6.6,0,http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1,tt0124298
1459,Flash Gordon,,20000000.0,Action|Adventure|Sci-Fi,Brian Blessed,English,UK,1980.0,PG,6.4,12000,http://www.imdb.com/title/tt0080745/?ref_=fn_tt_tt_1,tt0080745
1460,Jersey Girl,25266129.0,35000000.0,Comedy|Drama|Romance,Stephen Root,English,USA,2004.0,PG-13,6.2,0,http://www.imdb.com/title/tt0300051/?ref_=fn_tt_tt_1,tt0300051
1461,Alex Cross,25863915.0,35000000.0,Action|Crime|Mystery|Thriller,Cicely Tyson,English,USA,2012.0,PG-13,5.1,11000,http://www.imdb.com/title/tt1712170/?ref_=fn_tt_tt_1,tt1712170
1462,Midnight in the Garden of Good and Evil,25078937.0,30000000.0,Crime|Drama|Mystery|Thriller,Kevin Spacey,English,USA,1997.0,R,6.6,0,http://www.imdb.com/title/tt0119668/?ref_=fn_tt_tt_1,tt0119668
1463,Heist,,19000000.0,Action|Crime|Thriller,Robert De Niro,English,USA,2015.0,R,6.1,0,http://www.imdb.com/title/tt3276924/?ref_=fn_tt_tt_1,tt3276924
1464,Nanny McPhee Returns,28995450.0,35000000.0,Comedy|Family|Fantasy,Daniel Mays,English,UK,2010.0,PG,6.1,0,http://www.imdb.com/title/tt1415283/?ref_=fn_tt_tt_1,tt1415283
1465,Hoffa,24276500.0,35000000.0,Biography|Crime|Drama,Frank Whaley,English,USA,1992.0,R,6.6,949,http://www.imdb.com/title/tt0104427/?ref_=fn_tt_tt_1,tt0104427
1466,The X Files: I Want to Believe,20981633.0,30000000.0,Drama|Mystery|Sci-Fi|Thriller,Mitch Pileggi,English,USA,2008.0,PG-13,5.9,0,http://www.imdb.com/title/tt0443701/?ref_=fn_tt_tt_1,tt0443701
1467,Ella Enchanted,22913677.0,35000000.0,Comedy|Family|Fantasy|Romance,Anne Hathaway,English,USA,2004.0,PG,6.3,0,http://www.imdb.com/title/tt0327679/?ref_=fn_tt_tt_1,tt0327679
1468,Concussion,34531832.0,35000000.0,Biography|Drama|Sport,Will Smith,English,UK,2015.0,PG-13,7.1,23000,http://www.imdb.com/title/tt3322364/?ref_=fn_tt_tt_1,tt3322364
1469,Abduction,28064226.0,35000000.0,Action|Mystery|Thriller,Ken Arnold,English,USA,2011.0,PG-13,5.0,13000,http://www.imdb.com/title/tt1600195/?ref_=fn_tt_tt_1,tt1600195
1470,Valiant,19447478.0,35000000.0,Adventure|Animation|Comedy|Family|War,Jim Broadbent,English,UK,2005.0,G,5.6,538,http://www.imdb.com/title/tt0361089/?ref_=fn_tt_tt_1,tt0361089
1471,Wonder Boys,19389454.0,55000000.0,Comedy|Drama,Robert Downey Jr.,English,USA,2000.0,R,7.4,0,http://www.imdb.com/title/tt0185014/?ref_=fn_tt_tt_1,tt0185014
1472,Superhero Movie,25871834.0,35000000.0,Action|Comedy|Sci-Fi|Thriller,Drake Bell,English,USA,2008.0,PG-13,4.5,0,http://www.imdb.com/title/tt0426592/?ref_=fn_tt_tt_1,tt0426592
1473,Broken City,19692608.0,35000000.0,Crime|Drama|Thriller,Alona Tal,English,USA,2013.0,R,6.2,0,http://www.imdb.com/title/tt1235522/?ref_=fn_tt_tt_1,tt1235522
1474,Cursed,19294901.0,35000000.0,Comedy|Horror,Shannon Elizabeth,English,USA,2005.0,PG-13,5.0,0,http://www.imdb.com/title/tt0257516/?ref_=fn_tt_tt_1,tt0257516
1475,Premium Rush,20275446.0,35000000.0,Action|Crime|Thriller,Joseph Gordon-Levitt,English,USA,2012.0,PG-13,6.5,20000,http://www.imdb.com/title/tt1547234/?ref_=fn_tt_tt_1,tt1547234
1476,Hot Pursuit,34507079.0,35000000.0,Action|Comedy|Crime,Jim Gaffigan,English,USA,2015.0,PG-13,5.1,0,http://www.imdb.com/title/tt2967224/?ref_=fn_tt_tt_1,tt2967224
1477,The Four Feathers,18306166.0,35000000.0,Adventure|Drama|Romance|War,Djimon Hounsou,English,UK,2002.0,PG-13,6.5,0,http://www.imdb.com/title/tt0240510/?ref_=fn_tt_tt_1,tt0240510
1478,Parker,17609982.0,35000000.0,Action|Crime|Romance|Thriller,Jason Statham,English,USA,2013.0,R,6.2,17000,http://www.imdb.com/title/tt1904996/?ref_=fn_tt_tt_1,tt1904996
1479,Wimbledon,16831505.0,31000000.0,Comedy|Romance|Sport,Kirsten Dunst,English,UK,2004.0,PG-13,6.3,0,http://www.imdb.com/title/tt0360201/?ref_=fn_tt_tt_1,tt0360201
1480,Furry Vengeance,17596256.0,35000000.0,Comedy|Family,Brendan Fraser,English,USA,2010.0,PG,3.8,0,http://www.imdb.com/title/tt0492389/?ref_=fn_tt_tt_1,tt0492389
1481,Bait,,30000000.0,Action|Horror|Sci-Fi,Alex Russell,English,Australia,2012.0,R,5.2,0,http://www.imdb.com/title/tt1438173/?ref_=fn_tt_tt_1,tt1438173
1482,Krull,,27000000.0,Action|Adventure|Fantasy,Liam Neeson,English,UK,1983.0,PG,6.0,0,http://www.imdb.com/title/tt0085811/?ref_=fn_tt_tt_1,tt0085811
1483,Lions for Lambs,14998070.0,35000000.0,Drama|Thriller|War,Meryl Streep,English,USA,2007.0,R,6.2,0,http://www.imdb.com/title/tt0891527/?ref_=fn_tt_tt_1,tt0891527
1484,Flight of the Intruder,14587732.0,35000000.0,Action|Drama|Thriller|War,Rosanna Arquette,English,USA,1991.0,PG-13,5.7,452,http://www.imdb.com/title/tt0099587/?ref_=fn_tt_tt_1,tt0099587
1485,Walk Hard: The Dewey Cox Story,18317151.0,35000000.0,Comedy|Music,Tim Meadows,English,USA,2007.0,R,6.7,0,http://www.imdb.com/title/tt0841046/?ref_=fn_tt_tt_1,tt0841046
1486,The Shipping News,11405825.0,35000000.0,Drama,Kevin Spacey,English,USA,2001.0,R,6.8,0,http://www.imdb.com/title/tt0120824/?ref_=fn_tt_tt_1,tt0120824
1487,American Outlaws,13264986.0,35000000.0,Action|Western,Gregory Smith,English,USA,2001.0,PG-13,6.0,433,http://www.imdb.com/title/tt0244000/?ref_=fn_tt_tt_1,tt0244000
1488,The Young Victoria,10991381.0,35000000.0,Biography|Drama|History|Romance,Michiel Huisman,English,UK,2009.0,PG,7.3,0,http://www.imdb.com/title/tt0962736/?ref_=fn_tt_tt_1,tt0962736
1489,Whiteout,10268846.0,35000000.0,Action|Crime|Mystery|Thriller,Tom Skerritt,English,USA,2009.0,R,5.5,0,http://www.imdb.com/title/tt0365929/?ref_=fn_tt_tt_1,tt0365929
1490,The Tree of Life,13303319.0,32000000.0,Drama|Fantasy,Brad Pitt,English,USA,2011.0,PG-13,6.7,39000,http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1,tt0478304
1491,Knock Off,10076136.0,35000000.0,Action|Comedy|Thriller,Paul Sorvino,English,Aruba,1998.0,R,4.8,471,http://www.imdb.com/title/tt0120724/?ref_=fn_tt_tt_1,tt0120724
1492,Sabotage,10499968.0,35000000.0,Action|Crime|Drama|Thriller,Mireille Enos,English,USA,2014.0,R,5.7,10000,http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1,tt1742334
1493,The Order,7659747.0,38000000.0,Action|Mystery|Thriller,Heath Ledger,English,USA,2003.0,R,5.1,704,http://www.imdb.com/title/tt0304711/?ref_=fn_tt_tt_1,tt0304711
1494,Punisher: War Zone,7948159.0,35000000.0,Action|Crime|Drama|Thriller,Julie Benz,English,USA,2008.0,R,6.0,0,http://www.imdb.com/title/tt0450314/?ref_=fn_tt_tt_1,tt0450314
1495,Zoom,11631245.0,35000000.0,Action|Adventure|Family|Sci-Fi,Kevin Zegers,English,USA,2006.0,PG,4.2,494,http://www.imdb.com/title/tt0383060/?ref_=fn_tt_tt_1,tt0383060
1496,The Walk,10137502.0,35000000.0,Adventure|Biography|Drama|Thriller,Joseph Gordon-Levitt,English,USA,2015.0,PG,7.4,24000,http://www.imdb.com/title/tt3488710/?ref_=fn_tt_tt_1,tt3488710
1497,Warriors of Virtue,6448817.0,35000000.0,Action|Adventure|Fantasy,Marley Shelton,English,USA,1997.0,PG,4.6,0,http://www.imdb.com/title/tt0120479/?ref_=fn_tt_tt_1,tt0120479
1498,A Good Year,7458269.0,35000000.0,Comedy|Drama|Romance,Archie Panjabi,English,USA,2006.0,PG-13,6.9,9000,http://www.imdb.com/title/tt0401445/?ref_=fn_tt_tt_1,tt0401445
1500,Radio Flyer,4651977.0,35000000.0,Drama,Adam Baldwin,English,USA,1992.0,PG-13,6.9,892,http://www.imdb.com/title/tt0105211/?ref_=fn_tt_tt_1,tt0105211
1501,"Blood In, Blood Out",4496583.0,35000000.0,Crime|Drama,Delroy Lindo,English,USA,1993.0,R,8.0,6000,http://www.imdb.com/title/tt0106469/?ref_=fn_tt_tt_1,tt0106469
1502,Smilla's Sense of Snow,2221994.0,35000000.0,Action|Drama|Sci-Fi|Thriller,Jim Broadbent,English,Denmark,1997.0,R,6.4,561,http://www.imdb.com/title/tt0120152/?ref_=fn_tt_tt_1,tt0120152
1503,Femme Fatale,6592103.0,35000000.0,Crime|Drama|Mystery|Thriller,Peter Coyote,English,France,2002.0,R,6.3,675,http://www.imdb.com/title/tt0280665/?ref_=fn_tt_tt_1,tt0280665
1504,Lion of the Desert,,35000000.0,Biography|Drama|History|War,Oliver Reed,English,Libya,1980.0,PG,8.4,0,http://www.imdb.com/title/tt0081059/?ref_=fn_tt_tt_1,tt0081059
1506,Ride with the Devil,630779.0,35000000.0,Drama|Romance|War|Western,Jeremy W. Auman,English,USA,1999.0,R,6.8,633,http://www.imdb.com/title/tt0134154/?ref_=fn_tt_tt_1,tt0134154
1508,The Lovers,,,Action|Adventure|Romance|Sci-Fi,Tamsin Egerton,English,Belgium,2015.0,R,4.5,677,http://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1,tt1321869
1509,Bandidas,,32000000.0,Action|Comedy|Crime|Western,Salma Hayek,English,France,2006.0,PG-13,5.7,0,http://www.imdb.com/title/tt0416496/?ref_=fn_tt_tt_1,tt0416496
1510,Black Water Transit,,23000000.0,Crime|Drama,Bill Cobbs,English,USA,2009.0,,7.2,26,http://www.imdb.com/title/tt0490087/?ref_=fn_tt_tt_1,tt0490087
1511,The Maze Runner,102413606.0,34000000.0,Action|Mystery|Sci-Fi|Thriller,Ki Hong Lee,English,USA,2014.0,PG-13,6.8,38000,http://www.imdb.com/title/tt1790864/?ref_=fn_tt_tt_1,tt1790864
1512,Unfinished Business,10214013.0,35000000.0,Comedy,Tom Wilkinson,English,USA,2015.0,R,5.4,0,http://www.imdb.com/title/tt2358925/?ref_=fn_tt_tt_1,tt2358925
1513,The Age of Innocence,32000000.0,30000000.0,Drama|Romance,Richard E. Grant,English,USA,1993.0,PG,7.2,0,http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1,tt0106226
1514,The Fountain,10139254.0,35000000.0,Drama|Sci-Fi,Hugh Jackman,English,USA,2006.0,PG-13,7.3,23000,http://www.imdb.com/title/tt0414993/?ref_=fn_tt_tt_1,tt0414993
